NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified,Type,Status,Geolocation,Latitude,Longitude,Geocode Source,Geocode Match,Matched Address
490014200718,UT-42-42103,4900142,UT-42,KG,05,Altara School,Canyons District,Salt Lake County,800 E 11000 S,SANDY,UT,84094,,(801)826-7675,21,"Suburban, Large",No,560.00000,25.50000,21.9600000,79.00000,25.00000,–,Regular,Open,"40.551416688916, -111.869944389917",40.551416688916,-111.869944389917,US Census Geocoder,Exact,"800 E 11000 S, SANDY, UT, 84094"
490081000584,UT-38-38100,4900810,UT-38,KG,06,Amelia Earhart School,Provo District,Utah County,2585 W 200 S,PROVO,UT,84601,,(801)370-4630,12,"City, Midsize",No,377.00000,21.50000,17.5300000,165.00000,58.00000,–,Regular,Open,"40.230962712409, -111.703315027667",40.230962712409,-111.703315027667,US Census Geocoder,Exact,"2585 W 200 S, PROVO, UT, 84601"
490018601483,UT-8K-8K700,4900186,UT-8K,06,12,American Academy of Innovation,American Academy of Innovation,Salt Lake County,5410 W South Jordan Parkway,South Jordan,UT,84009,,(801)810-4786,41,"Rural, Fringe",Yes,373.00000,20.43000,18.2600000,78.00000,8.00000,–,Regular,Open,"40.5571432, -112.0189256",40.5571432,-112.0189256,OpenStreetMap Nominatim,Fallback,"South Jordan Parkway, Daybreak, South Jordan, Salt Lake County, Utah, 84009, United States"
490003000002,UT-01-01704,4900030,UT-01,10,12,American Fork High,Alpine District,Utah County,510 N 600 E,AMERICAN FORK,UT,84003,,(801)610-8800,21,"Suburban, Large",No,2316.00000,92.44000,25.0500000,266.00000,59.00000,–,Regular,Open,"40.388276002627, -111.78231853495",40.388276002627,-111.78231853495,US Census Geocoder,Exact,"510 N 600 E, AMERICAN FORK, UT, 84003"
490003000003,UT-01-01404,4900030,UT-01,07,09,American Fork Jr High,Alpine District,Utah County,20 W 1120 N,AMERICAN FORK,UT,84003,,(801)610-8750,21,"Suburban, Large",No,1827.00000,67.50000,27.0700000,266.00000,70.00000,–,Regular,Open,"40.399478769316, -111.799066399731",40.399478769316,-111.799066399731,US Census Geocoder,Exact,"20 W 1120 N, AMERICAN FORK, UT, 84003"
490003301056,UT-8B-8B100,4900033,UT-8B,KG,12,American Leadership Academy,American Leadership Academy,Utah County,898 W 1100 S,SPANISH FORK,UT,84660,,(801)794-2226,21,"Suburban, Large",Yes,1597.00000,88.67000,18.0100000,413.00000,171.00000,–,Regular,Open,"40.098839868146, -111.672966047952",40.098839868146,-111.672966047952,US Census Geocoder,Non_Exact,"898 S 1100 W, SPANISH FORK, UT, 84660"
490000501404,UT-74-74110,4900005,UT-74,KG,12,American Preparatory Academy - Accelerated School,American Preparatory Academy,Salt Lake County,3636 W 3100 S,WEST VALLEY CITY,UT,84120,,(385)351-3090,21,"Suburban, Large",Yes,1556.00000,68.04000,22.8700000,617.00000,188.00000,–,Regular,Open,"40.703959164031, -111.977919439373",40.703959164031,-111.977919439373,US Census Geocoder,Exact,"3636 W 3100 S, WEST VALLEY CITY, UT, 84120"
490000500801,UT-74-74100,4900005,UT-74,KG,06,American Preparatory Academy - Draper #1,American Preparatory Academy,Salt Lake County,12892 S PONY EXPRESS RD,DRAPER,UT,84020,,(801)553-8500,21,"Suburban, Large",Yes,622.00000,26.02000,23.9000000,50.00000,19.00000,–,Regular,Open,"40.517567084784, -111.891722167865",40.517567084784,-111.891722167865,US Census Geocoder,Exact,"12892 S PONY EXPRESS RD, DRAPER, UT, 84020"
490000501446,UT-74-74130,4900005,UT-74,KG,06,American Preparatory Academy - Draper #2,American Preparatory Academy,Salt Lake County,11938 South Lone Peak Parkway,DRAPER,UT,84020,,(801)810-3590,21,"Suburban, Large",Yes,1068.00000,45.92000,23.2600000,141.00000,42.00000,–,Regular,Open,"40.534759932347, -111.896964942493",40.534759932347,-111.896964942493,US Census Geocoder,Non_Exact,"11938 LONE PEAK PKWY, DRAPER, UT, 84020"
490000501471,UT-74-74700,4900005,UT-74,07,12,American Preparatory Academy - Draper #3,American Preparatory Academy,Salt Lake County,431 W 11915 S,DRAPER,UT,84020,,(801)810-3590,21,"Suburban, Large",Yes,719.00000,33.50000,21.4600000,90.00000,24.00000,–,Regular,Open,"40.534627926214, -111.898538521942",40.534627926214,-111.898538521942,US Census Geocoder,Exact,"431 W 11915 S, DRAPER, UT, 84020"
490000501520,UT-74-74140,4900005,UT-74,KG,10,American Preparatory Academy - Salem,American Preparatory Academy,Utah County,1195 S. Elk Ridge Drive,SALEM,UT,84653,,(801)465-4434,41,"Rural, Fringe",Yes,570.00000,25.71000,22.1700000,89.00000,32.00000,–,Regular,Open,,,,,,
490000501372,UT-74-74120,4900005,UT-74,KG,06,American Preparatory Academy - The School for New Americans,American Preparatory Academy,Salt Lake County,1255 W CRYSTAL AVE.,WEST VALLEY CITY,UT,84119,,(801)839-3613,21,"Suburban, Large",Yes,639.00000,26.20000,24.3900000,278.00000,102.00000,–,Regular,Open,"40.714217675205, -111.928158853846",40.714217675205,-111.928158853846,US Census Geocoder,Non_Exact,"1255 CRYSTAL AVE, WEST VALLEY CITY, UT, 84119"
490120201654,UT-9M-9M701,4901202,UT-9M,KG,08,American Principles Academy,American Principles Academy,Iron County,782 North Main St,CEDAR CITY,UT,84721,,(435)586-5372,33,"Town, Remote",Yes,204.00000,0.00000,†,47.00000,16.00000,–,Regular,New,"37.689926619042, -113.061776939427",37.689926619042,-113.061776939427,US Census Geocoder,Exact,"782 N MAIN ST, CEDAR CITY, UT, 84721"
490105000578,UT-30-30140,4901050,UT-30,PK,06,Anna Smith School,Tooele District,Tooele County,P O BOX 879,WENDOVER,UT,84083,,(435)665-0470,33,"Town, Remote",No,203.00000,15.00000,13.5300000,110.00000,13.00000,–,Regular,Open,"40.7456950, -114.0416826",40.7456950,-114.0416826,OpenStreetMap Nominatim,Fallback,"Anna Smith Elementary School, 731, Aria Boulevard, Wendover, Tooele County, Utah, 84083, United States"
490042001551,UT-14-14137,4900420,UT-14,KG,06,Antelope Canyon Elementary,Jordan District,Salt Lake County,8800 South 6400 West,WEST JORDAN,UT,84081,,(801)567-8950,41,"Rural, Fringe",No,592.00000,28.30000,20.9200000,84.00000,27.00000,–,Regular,Open,"40.591484385735, -112.043371794807",40.591484385735,-112.043371794807,US Census Geocoder,Exact,"8800 S 6400 W, WEST JORDAN, UT, 84081"
490021000869,UT-07-07106,4900210,UT-07,PK,06,Antelope School,Davis District,Davis County,1810 S MAIN,CLEARFIELD,UT,84015,,(801)402-2100,21,"Suburban, Large",No,667.00000,29.84000,22.3500000,226.00000,55.00000,–,Regular,Open,"41.087462457023, -112.026245710637",41.087462457023,-112.026245710637,US Census Geocoder,Non_Exact,"1810 S MAIN ST, CLEARFIELD, UT, 84015"
490030000183,UT-10-10104,4900300,UT-10,PK,06,Antimony School,Garfield District,Garfield County,PO BOX 120026,ANTIMONY,UT,84712,,(435)624-3221,43,"Rural, Remote",No,1.00000,0.50000,2.0000000,‡,‡,–,Regular,Open,"38.1176885, -111.9998622",38.1176885,-111.9998622,OpenStreetMap Nominatim,Fallback,"Antimony School, 140, Main Street, Antimony, Garfield County, Utah, 84712, United States"
490063001518,UT-19-19102,4900630,UT-19,PK,06,Apple Valley School,Nebo District,Utah County,105 E 770 N,SANTAQUIN,UT,84655,,(801)354-7400,41,"Rural, Fringe",No,732.00000,32.84000,22.2900000,138.00000,102.00000,–,Regular,Open,"39.988647466808, -111.783110348954",39.988647466808,-111.783110348954,US Census Geocoder,Exact,"105 E 770 N, SANTAQUIN, UT, 84655"
490036000198,UT-12-12103,4900360,UT-12,PK,06,Arcadia School,Granite District,Salt Lake County,3461 W 4850 S,TAYLORSVILLE,UT,84118,,(385)646-4756,21,"Suburban, Large",No,433.00000,21.50000,20.1400000,150.00000,40.00000,–,Regular,Open,"40.663799684363, -111.973399779378",40.663799684363,-111.973399779378,US Census Geocoder,Non_Exact,"3461 W 4850 S, TAYLORSVILLE, UT, 84129"
490045001625,UT-15-15710,4900450,UT-15,06,12,Arizona State University Prep Digital Powered by Juab,Juab District,Juab County,346 East 600 North,NEPHI,UT,84648,,(435)623-1940,32,"Town, Distant",No,0.00000,0.00000,†,†,†,†,Regular,Open,"39.717215780935, -111.829497719439",39.717215780935,-111.829497719439,US Census Geocoder,Exact,"346 E 600 N, NEPHI, UT, 84648"
490114001057,UT-33-33111,4901140,UT-33,PK,05,Arrowhead School,Washington District,Washington County,545 ARROWHEAD TRAIL,SANTA CLARA,UT,84765,,(435)674-2027,22,"Suburban, Midsize",No,520.00000,26.48000,19.6400000,135.00000,37.00000,–,Regular,Open,"37.119404786291, -113.632999968548",37.119404786291,-113.632999968548,US Census Geocoder,Exact,"545 ARROWHEAD TRL, SANTA CLARA, UT, 84765"
490063000660,UT-19-19100,4900630,UT-19,PK,06,Art City School,Nebo District,Utah County,121 N 900 E,SPRINGVILLE,UT,84663,,(801)489-2820,21,"Suburban, Large",No,433.00000,23.75000,18.2300000,110.00000,33.00000,–,Regular,Open,"40.168181018703, -111.593875881936",40.168181018703,-111.593875881936,US Census Geocoder,Exact,"121 N 900 E, SPRINGVILLE, UT, 84663"
490017401523,UT-2J-2J330,4900174,UT-2J,KG,06,Ascent Academies of Utah - West Valley,Ascent Academies of Utah,Salt Lake County,5685 West Cilma Drive,WEST VALLEY CITY,UT,84128,,(801)685-0228,21,"Suburban, Large",Yes,425.00000,25.24000,16.8400000,198.00000,33.00000,–,Regular,Open,"40.688405685991, -112.029454130661",40.688405685991,-112.029454130661,US Census Geocoder,Exact,"5685 W CILMA DR, WEST VALLEY CITY, UT, 84128"
490017401453,UT-2J-2J300,4900174,UT-2J,KG,09,Ascent Academies of Utah Farmington,Ascent Academies of Utah,Davis County,22 South 650 West,FARMINGTON,UT,84025,,(385)220-2200,21,"Suburban, Large",Yes,385.00000,25.53000,15.0800000,41.00000,14.00000,–,Regular,Open,"40.980140287188, -111.901527068917",40.980140287188,-111.901527068917,US Census Geocoder,Non_Exact,"22 650 W, FARMINGTON, UT, 84025"
490017401490,UT-2J-2J320,4900174,UT-2J,KG,09,Ascent Academies of Utah Lehi,Ascent Academies of Utah,Utah County,2199 W 900 N,LEHI,UT,84043,,(385)374-9641,13,"City, Small",Yes,646.00000,33.65000,19.2000000,84.00000,18.00000,–,Regular,Open,"40.398602288069, -111.884784296182",40.398602288069,-111.884784296182,US Census Geocoder,Exact,"2199 W 900 N, LEHI, UT, 84043"
490017401600,UT-2J-2J100,4900174,UT-2J,KG,06,Ascent Academies of Utah Saratoga Springs,Ascent Academies of Utah,Utah County,992 Chianti Street,SARATOGA SPRINGS,UT,84043,,(385)275-0909,41,"Rural, Fringe",Yes,637.00000,31.00000,20.5500000,86.00000,38.00000,–,Regular,Open,"40.3998755, -111.9421564",40.3998755,-111.9421564,OpenStreetMap Nominatim,Fallback,"Chianti Street, Saratoga Springs, Utah County, Utah, 84045, United States"
490017401472,UT-2J-2J310,4900174,UT-2J,KG,09,Ascent Academies of Utah West Jordan,Ascent Academies of Utah,Salt Lake County,5662 W 8200 S,WEST JORDAN,UT,84081,,(385)275-0909,21,"Suburban, Large",Yes,761.00000,38.15000,19.9500000,211.00000,41.00000,–,Regular,Open,"40.602350651098, -112.025600759885",40.602350651098,-112.025600759885,US Census Geocoder,Exact,"5662 W 8200 S, WEST JORDAN, UT, 84081"
490108000580,UT-31-31100,4901080,UT-31,KG,05,Ashley School,Uintah District,Uintah County,350 N 1150 W,VERNAL,UT,84078,,(435)781-3170,33,"Town, Remote",No,442.00000,25.50000,17.3300000,222.00000,25.00000,–,Regular,Open,"40.460592207716, -109.550589042971",40.460592207716,-109.550589042971,US Census Geocoder,Exact,"350 N 1150 W, VERNAL, UT, 84078"
490108001302,UT-31-31750,4901080,UT-31,08,12,Ashley Valley Educ. Ctr.,Uintah District,Uintah County,559 N 1700 W,VERNAL,UT,84078,,(435)781-4675,33,"Town, Remote",No,287.00000,1.00000,287.0000000,93.00000,7.00000,–,Other/Alternative,Open,"40.463191379856, -109.561148754637",40.463191379856,-109.561148754637,US Census Geocoder,Exact,"559 N 1700 W, VERNAL, UT, 84078"
490093000538,UT-26-26104,4900930,UT-26,KG,02,Ashman School,Sevier District,Sevier County,70 N 200 W,RICHFIELD,UT,84701,,(435)896-8415,33,"Town, Remote",No,466.00000,22.50000,20.7100000,249.00000,0.00000,–,Regular,Open,"38.769024390443, -112.088290202827",38.769024390443,-112.088290202827,US Census Geocoder,Exact,"70 N 200 W, RICHFIELD, UT, 84701"
490042001568,UT-14-14179,4900420,UT-14,KG,06,Aspen Elementary,Jordan District,Salt Lake County,11189 S. Willow Walk Rd,South Jordan,UT,84009,,(801)567-8960,41,"Rural, Fringe",No,901.00000,45.17000,19.9500000,193.00000,46.00000,–,Regular,Open,"40.545547833654, -112.042993607272",40.545547833654,-112.042993607272,US Census Geocoder,Non_Exact,"11189 S WILLOW WALK DR, SOUTH JORDAN, UT, 84009"
490003000740,UT-01-01105,4900030,UT-01,PK,06,Aspen School,Alpine District,Utah County,945 W 2000 N,OREM,UT,84057,,(801)610-8100,13,"City, Small",No,419.00000,21.36000,19.6200000,78.00000,24.00000,–,Regular,Open,"40.333633928357, -111.71850699027",40.333633928357,-111.71850699027,US Census Geocoder,Exact,"945 W 2000 N, OREM, UT, 84057"
490018101473,UT-4K-4K300,4900181,UT-4K,KG,12,Athenian eAcademy,Athenian eAcademy,Utah County,765 E. 340 S. Suite 203,AMERICAN FORK,UT,84003,,(385)715-5400,21,"Suburban, Large",Yes,557.00000,21.18000,26.3000000,133.00000,28.00000,–,Regular,Open,"40.369936763982, -111.777210041773",40.369936763982,-111.777210041773,US Census Geocoder,Exact,"765 E 340 S, AMERICAN FORK, UT, 84003"
490018901503,UT-1L-1L300,4900189,UT-1L,KG,09,Athlos Academy of Utah,Athlos Academy of Utah,Salt Lake County,12309 South Mustang Trail Way,HERRIMAN,UT,84096,,(801)438-4619,21,"Suburban, Large",Yes,458.00000,22.66000,20.2100000,152.00000,37.00000,–,Regular,Open,,,,,,
490087000474,UT-36-36104,4900870,UT-36,PK,06,Backman School,Salt Lake District,Salt Lake County,601 N 1500 W,SALT LAKE CITY,UT,84116,,(801)578-8100,12,"City, Midsize",No,396.00000,29.00000,13.6600000,380.00000,9.00000,–,Regular,Open,"40.781980443055, -111.933612956335",40.781980443055,-111.933612956335,US Census Geocoder,Exact,"601 N 1500 W, SALT LAKE CITY, UT, 84116"
490063000689,UT-19-19104,4900630,UT-19,PK,06,Barnett School,Nebo District,Utah County,456 N 300 E,PAYSON,UT,84651,,(801)465-6000,31,"Town, Fringe",No,508.00000,24.00000,21.1700000,207.00000,48.00000,–,Regular,Open,"40.049475544643, -111.728575591132",40.049475544643,-111.728575591132,US Census Geocoder,Exact,"456 N 300 E, PAYSON, UT, 84651"
490003000004,UT-01-01106,4900030,UT-01,PK,06,Barratt School,Alpine District,Utah County,168 N 900 E,AMERICAN FORK,UT,84003,,(801)610-8701,21,"Suburban, Large",No,563.00000,21.11000,26.6700000,91.00000,25.00000,–,Regular,Open,"40.380081692414, -111.773082653542",40.380081692414,-111.773082653542,US Census Geocoder,Exact,"168 N 900 E, AMERICAN FORK, UT, 84003"
490024001618,UT-08-08800,4900240,UT-08,KG,12,Basin Online School,Duchesne District,Uintah County,1091 E Lagoon St,ROOSEVELT,UT,84066,,(435)725-4491,33,"Town, Remote",No,39.00000,6.60000,5.9100000,8.00000,6.00000,–,Regular,Open,"40.2995065, -109.9837619",40.2995065,-109.9837619,OpenStreetMap Nominatim,Fallback,"East Lagoon Street, Roosevelt, Duchesne County, Utah, 84066, United States"
490042001498,UT-14-14173,4900420,UT-14,KG,06,Bastian School,Jordan District,Salt Lake County,5692 W. Big Bend Park Drive,HERRIMAN,UT,84096,,(801)567-8920,21,"Suburban, Large",No,741.00000,34.50000,21.4800000,106.00000,25.00000,–,Regular,Open,"40.526407746867, -112.028006992853",40.526407746867,-112.028006992853,US Census Geocoder,Exact,"5692 W BIGBEND PARK DR, HERRIMAN, UT, 84096"
490120000612,UT-35-35100,4901200,UT-35,KG,06,Bates School,Weber District,Weber County,850 E 3100 N,OGDEN,UT,84414,,(801)452-4580,21,"Suburban, Large",No,690.00000,31.00000,22.2600000,83.00000,40.00000,–,Regular,Open,"41.317388513098, -111.953745197534",41.317388513098,-111.953745197534,US Census Geocoder,Exact,"850 E 3100 N, OGDEN, UT, 84414"
490087000475,UT-36-36108,4900870,UT-36,PK,06,Beacon Heights School,Salt Lake District,Salt Lake County,1850 S 2500 E,SALT LAKE CITY,UT,84108,,(801)481-4814,12,"City, Midsize",No,345.00000,20.00000,17.2500000,55.00000,8.00000,–,Regular,Open,"40.73037266492, -111.819533392038",40.73037266492,-111.819533392038,US Census Geocoder,Exact,"1850 S 2500 E, SALT LAKE CITY, UT, 84108"
490014601375,UT-3G-3G100,4900146,UT-3G,KG,08,Bear River Charter School,Bear River Charter School,Cache County,75 S 400 W,LOGAN,UT,84321,,(435)753-8811,13,"City, Small",Yes,162.00000,10.56000,15.3400000,43.00000,0.00000,–,Regular,Open,"41.730130055466, -111.845419332586",41.730130055466,-111.845419332586,US Census Geocoder,Exact,"75 S 400 W, LOGAN, UT, 84321"
490009000043,UT-03-03704,4900090,UT-03,10,12,Bear River High,Box Elder District,Box Elder County,1450 S MAIN,GARLAND,UT,84312,,(435)734-4840,32,"Town, Distant",No,1194.00000,51.59000,23.1400000,195.00000,88.00000,–,Regular,Open,"41.725501557598, -112.162265228296",41.725501557598,-112.162265228296,US Census Geocoder,Non_Exact,"1450 S MAIN ST, GARLAND, UT, 84312"
490009000044,UT-03-03404,4900090,UT-03,08,10,Bear River Middle,Box Elder District,Box Elder County,300 E 1500 S,GARLAND,UT,84312,,(435)734-4880,32,"Town, Distant",No,841.00000,39.60000,21.2400000,187.00000,68.00000,–,Regular,Open,"41.724649886031, -112.158902687088",41.724649886031,-112.158902687088,US Census Geocoder,Non_Exact,"300 1500 S, GARLAND, UT, 84312"
490006000036,UT-02-02704,4900060,UT-02,07,12,Beaver High,Beaver District,Beaver County,195 E CENTER,BEAVER,UT,84713,,(435)438-2301,43,"Rural, Remote",No,442.00000,19.98000,22.1200000,130.00000,49.00000,–,Regular,Open,"38.2742849536, -112.637895681439",38.2742849536,-112.637895681439,US Census Geocoder,Non_Exact,"195 E CENTER ST, BEAVER, UT, 84713"
490006001257,UT-02-02100,4900060,UT-02,PK,PK,Beaver Preschool,Beaver District,Beaver County,290 N MAIN,BEAVER,UT,84713,,(435)438-2291,43,"Rural, Remote",No,42.00000,1.00000,42.0000000,10.00000,0.00000,–,Special Education,Open,"38.278087888253, -112.641210935239",38.278087888253,-112.641210935239,US Census Geocoder,Non_Exact,"290 N MAIN ST, BEAVER, UT, 84713"
490036000853,UT-12-12107,4900360,UT-12,PK,06,Beehive School,Granite District,Salt Lake County,5655 S 5220 W,KEARNS,UT,84118,,(385)646-4768,21,"Suburban, Large",No,489.00000,23.00000,21.2600000,169.00000,52.00000,–,Regular,Open,"40.648389280758, -112.015460738016",40.648389280758,-112.015460738016,US Census Geocoder,Exact,"5655 S 5220 W, KEARNS, UT, 84118"
490002301060,UT-3B-3B700,4900023,UT-3B,06,12,Beehive Science & Technology Academy,Beehive Science & Technology Academy,Salt Lake County,2165 East 9400 South,SANDY,UT,84093,,(801)576-0070,21,"Suburban, Large",Yes,424.00000,24.93000,17.0100000,69.00000,16.00000,–,Regular,Open,"40.58054660539, -111.828952610493",40.58054660539,-111.828952610493,US Census Geocoder,Exact,"2165 E 9400 S, SANDY, UT, 84093"
490002301570,UT-3B-3B100,4900023,UT-3B,KG,06,Beehive Science & Technology Academy Elementary,Beehive Science & Technology Academy,Salt Lake County,2165 East 9400 South,SANDY,UT,84093,,(801)576-0070,21,"Suburban, Large",Yes,435.00000,24.78000,17.5500000,81.00000,20.00000,–,Regular,Open,"40.58054660539, -111.828952610493",40.58054660539,-111.828952610493,US Census Geocoder,Exact,"2165 E 9400 S, SANDY, UT, 84093"
490006000037,UT-02-02104,4900060,UT-02,KG,06,Belknap School,Beaver District,Beaver County,500 N 650 E,BEAVER,UT,84713,,(435)438-2281,43,"Rural, Remote",No,451.00000,23.77000,18.9700000,153.00000,78.00000,–,Regular,Open,"38.2810320, -112.6301402",38.2810320,-112.6301402,OpenStreetMap Nominatim,Fallback,"650 East, Beaver, Beaver County, Utah, 84713, United States"
490014200288,UT-42-42106,4900142,UT-42,KG,05,Bella Vista School,Canyons District,Salt Lake County,2131 E 7000 S,Salt Lake City,UT,84121,,(801)826-7825,21,"Suburban, Large",No,219.00000,14.00000,15.6400000,60.00000,11.00000,–,Regular,Open,,,,,,
490003001545,UT-01-01114,4900030,UT-01,PK,06,Belmont School,Alpine District,Utah County,4051 North Maple Hollow Blvd,LEHI,UT,84043,,(801)610-8734,41,"Rural, Fringe",No,946.00000,38.85000,24.3500000,126.00000,31.00000,–,Regular,Open,"40.4408009, -111.8529325",40.4408009,-111.8529325,OpenStreetMap Nominatim,Fallback,"North Maple Hollow Boulevard, Lehi, Utah County, Utah, 84048, United States"
490072001281,UT-37-37703,4900720,UT-37,10,12,Ben Lomond High,Ogden City District,Weber County,1080 9TH STREET,OGDEN,UT,84404,,(801)737-7900,13,"City, Small",No,1180.00000,60.61000,19.4700000,508.00000,128.00000,–,Regular,Open,"41.248464209226, -111.950045139669",41.248464209226,-111.950045139669,US Census Geocoder,Exact,"1080 9TH ST, OGDEN, UT, 84404"
